                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    165,                0.61207,                0.47548,                 1.0444,                0.37823,                0.54572,                 0.4366,                0.35841,                    nan,                    nan,                    nan,             0.00017107,             0.00017107,             0.00017107
                    166,                0.62264,                0.49535,                 1.0462,                0.37893,                0.53709,                0.44083,                0.36059,                    nan,                    nan,                    nan,             0.00016657,             0.00016657,             0.00016657
                    167,                0.61573,                0.48414,                 1.0365,                0.33123,                0.59535,                0.43608,                0.35918,                    nan,                    nan,                    nan,             0.00016207,             0.00016207,             0.00016207
                    168,                0.61316,                0.48237,                 1.0437,                0.38683,                 0.4905,                0.44852,                 0.3725,                    nan,                    nan,                    nan,             0.00015758,             0.00015758,             0.00015758
                    169,                0.61951,                0.49704,                  1.044,                0.40869,                0.50604,                0.46934,                0.39235,                    nan,                    nan,                    nan,             0.00015308,             0.00015308,             0.00015308
                    170,                0.61195,                0.48707,                 1.0432,                0.41693,                0.52259,                0.45787,                0.37917,                    nan,                    nan,                    nan,             0.00014858,             0.00014858,             0.00014858
                    171,                0.60855,                0.47908,                 1.0374,                0.38296,                0.51388,                0.45175,                0.37614,                    nan,                    nan,                    nan,             0.00014408,             0.00014408,             0.00014408
                    172,                0.61163,                0.46554,                 1.0435,                 0.4137,                0.49457,                0.44862,                0.37234,                    nan,                    nan,                    nan,             0.00013958,             0.00013958,             0.00013958
                    173,                0.59701,                0.47171,                 1.0295,                0.38088,                0.53094,                0.41851,                0.34609,                    nan,                    nan,                    nan,             0.00013508,             0.00013508,             0.00013508
                    174,                0.61696,                0.47512,                 1.0378,                0.38036,                0.50739,                0.42232,                0.34838,                    nan,                    nan,                    nan,             0.00013058,             0.00013058,             0.00013058
                    175,                0.60013,                0.46732,                  1.031,                0.41983,                0.48451,                0.45171,                 0.3741,                    nan,                    nan,                    nan,             0.00012608,             0.00012608,             0.00012608
                    176,                0.60966,                0.45999,                  1.039,                0.41247,                0.51157,                0.42582,                0.34951,                    nan,                    nan,                    nan,             0.00012158,             0.00012158,             0.00012158
                    177,                0.59862,                0.46253,                 1.0303,                0.38386,                0.50346,                0.41837,                0.34381,                    nan,                    nan,                    nan,             0.00011708,             0.00011708,             0.00011708
                    178,                0.59775,                0.45888,                 1.0323,                0.36087,                  0.525,                0.38517,                0.31416,                    nan,                    nan,                    nan,             0.00011258,             0.00011258,             0.00011258
                    179,                0.60494,                0.46925,                 1.0345,                0.38283,                0.51526,                0.42197,                0.34766,                    nan,                    nan,                    nan,             0.00010808,             0.00010808,             0.00010808
                    180,                0.59597,                0.45834,                 1.0249,                0.37089,                0.50655,                0.40913,                0.33573,                    nan,                    nan,                    nan,             0.00010358,             0.00010358,             0.00010358
                    181,                0.59589,                0.46584,                 1.0227,                0.39147,                0.52323,                0.42438,                0.34936,                    nan,                    nan,                    nan,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    182,                  0.596,                0.46254,                 1.0279,                0.40666,                0.49699,                0.42377,                0.35013,                    nan,                    nan,                    nan,             9.4581e-05,             9.4581e-05,             9.4581e-05
                    183,                0.59976,                0.46648,                 1.0268,                 0.4072,                0.50079,                0.41627,                0.34394,                    nan,                    nan,                    nan,             9.0082e-05,             9.0082e-05,             9.0082e-05
                    184,                0.58949,                0.45643,                 1.0274,                0.39239,                0.50654,                0.42697,                0.35269,                    nan,                    nan,                    nan,             8.5582e-05,             8.5582e-05,             8.5582e-05
                    185,                0.57361,                0.45526,                 1.0192,                0.38616,                0.49231,                0.42012,                0.34867,                    nan,                    nan,                    nan,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    186,                0.59111,                0.45708,                 1.0285,                0.36937,                  0.497,                0.39718,                0.32992,                    nan,                    nan,                    nan,             7.6583e-05,             7.6583e-05,             7.6583e-05
                    187,                0.58619,                0.45507,                  1.027,                0.37599,                0.49022,                0.39273,                0.32266,                    nan,                    nan,                    nan,             7.2084e-05,             7.2084e-05,             7.2084e-05
                    188,                0.58241,                0.45077,                 1.0176,                0.38914,                0.49854,                0.45284,                0.37616,                    nan,                    nan,                    nan,             6.7584e-05,             6.7584e-05,             6.7584e-05
                    189,                0.57602,                0.45154,                 1.0179,                0.38785,                 0.5004,                0.43798,                0.36363,                    nan,                    nan,                    nan,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    190,                0.58912,                0.45973,                 1.0176,                0.36897,                0.49702,                0.42272,                0.35107,                    nan,                    nan,                    nan,             5.8585e-05,             5.8585e-05,             5.8585e-05
                    191,                0.47421,                0.35885,                0.95804,                0.40135,                0.49861,                0.42815,                0.35192,                    nan,                    nan,                    nan,             5.4086e-05,             5.4086e-05,             5.4086e-05
                    192,                0.46271,                0.34971,                0.94677,                0.40674,                0.49315,                 0.4327,                0.35617,                    nan,                    nan,                    nan,             4.9586e-05,             4.9586e-05,             4.9586e-05
                    193,                0.46588,                0.33986,                0.94729,                0.44233,                0.48325,                0.45714,                0.37918,                    nan,                    nan,                    nan,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    194,                0.46259,                0.33876,                0.94703,                0.41952,                0.48174,                0.44755,                0.37128,                    nan,                    nan,                    nan,             4.0587e-05,             4.0587e-05,             4.0587e-05
                    195,                0.45719,                0.33645,                0.94206,                0.42649,                0.48019,                0.45253,                 0.3751,                    nan,                    nan,                    nan,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    196,                0.46034,                0.33616,                0.94739,                0.43006,                0.48146,                0.45471,                0.37678,                    nan,                    nan,                    nan,             3.1588e-05,             3.1588e-05,             3.1588e-05
                    197,                0.45444,                0.32835,                0.94282,                0.42506,                0.47433,                0.45458,                0.37788,                    nan,                    nan,                    nan,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    198,                0.45852,                 0.3337,                0.94247,                0.40392,                0.48194,                0.44537,                0.36952,                    nan,                    nan,                    nan,             2.2589e-05,             2.2589e-05,             2.2589e-05
                    199,                0.46256,                0.33767,                0.95001,                0.40767,                0.48327,                0.45103,                0.37398,                    nan,                    nan,                    nan,             1.8089e-05,             1.8089e-05,             1.8089e-05
                    200,                  0.453,                0.33571,                0.94271,                0.40527,                0.48354,                0.45456,                0.37742,                    nan,                    nan,                    nan,              1.359e-05,              1.359e-05,              1.359e-05
